uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1503931315.96, 1503931321.72, 1503931321.72, 1503931324.73, 1503931324.75, 1503931324.76, 1503931324.76,1503931326.1, 1503931372.42, 1503931372.43, 1503931372.43, 1503931373.81, 1503931373.91
unit.000001, stage_1, 1503931315.96, 1503931318.27, 1503931318.27, 1503931323.58, 1503931323.6, 1503931323.61, 1503931323.62,1503931323.8, 1503931333.99, 1503931334.04, 1503931334.05, 1503931335.9, 1503931336.0
unit.000002, stage_1, 1503931315.96, 1503931320.98, 1503931320.98, 1503931324.19, 1503931324.21, 1503931324.21, 1503931324.22,1503931325.68, 1503931352.42, 1503931352.42, 1503931352.43, 1503931353.8, 1503931353.9
unit.000003, stage_1, 1503931315.96, 1503931323.14, 1503931323.14, 1503931325.03, 1503931325.05, 1503931325.07, 1503931325.07,1503931326.87, 1503931345.54, 1503931345.57, 1503931345.58, 1503931347.48, 1503931347.58
unit.000004, stage_1, 1503931315.96, 1503931317.53, 1503931317.53, 1503931323.44, 1503931323.45, 1503931323.46, 1503931323.47,1503931323.49, 1503931334.77, 1503931334.78, 1503931334.78, 1503931336.94, 1503931337.04
unit.000005, stage_1, 1503931315.96, 1503931318.07, 1503931318.07, 1503931323.54, 1503931323.56, 1503931323.57, 1503931323.57,1503931323.71, 1503931333.99, 1503931334.04, 1503931334.04, 1503931335.72, 1503931335.83
unit.000006, stage_1, 1503931315.96, 1503931318.48, 1503931318.48, 1503931323.63, 1503931323.65, 1503931323.66, 1503931323.66,1503931323.89, 1503931334.51, 1503931334.56, 1503931334.57, 1503931336.9, 1503931337.0
unit.000007, stage_1, 1503931315.96, 1503931318.95, 1503931318.95, 1503931323.74, 1503931323.76, 1503931323.77, 1503931323.77,1503931324.2, 1503931339.93, 1503931339.94, 1503931339.96, 1503931340.82, 1503931340.92
unit.000008, stage_1, 1503931315.96, 1503931319.36, 1503931319.36, 1503931323.83, 1503931323.85, 1503931323.86, 1503931323.86,1503931324.81, 1503931339.98, 1503931340.05, 1503931340.06, 1503931341.96, 1503931342.06
unit.000009, stage_1, 1503931315.96, 1503931319.97, 1503931319.97, 1503931323.96, 1503931323.98, 1503931323.99, 1503931324.0,1503931325.16, 1503931339.95, 1503931340.01, 1503931340.02, 1503931341.43, 1503931341.53
unit.000010, stage_1, 1503931315.96, 1503931320.38, 1503931320.38, 1503931324.05, 1503931324.07, 1503931324.08, 1503931324.08,1503931325.36, 1503931345.87, 1503931345.88, 1503931345.88, 1503931347.68, 1503931347.79
unit.000011, stage_1, 1503931315.96, 1503931320.78, 1503931320.78, 1503931324.15, 1503931324.16, 1503931324.17, 1503931324.18,1503931325.59, 1503931346.18, 1503931346.2, 1503931346.2, 1503931347.08, 1503931347.18
unit.000012, stage_1, 1503931315.96, 1503931321.19, 1503931321.19, 1503931324.23, 1503931324.25, 1503931324.26, 1503931324.26,1503931325.79, 1503931352.14, 1503931352.15, 1503931352.16, 1503931353.6, 1503931353.7
unit.000013, stage_1, 1503931315.96, 1503931321.8, 1503931321.8, 1503931324.75, 1503931324.77, 1503931324.78, 1503931324.78,1503931326.15, 1503931358.5, 1503931358.51, 1503931358.52, 1503931360.33, 1503931360.43
unit.000014, stage_1, 1503931315.96, 1503931322.0, 1503931322.0, 1503931324.79, 1503931324.81, 1503931324.82, 1503931324.83,1503931326.27, 1503931358.35, 1503931358.38, 1503931358.39, 1503931360.13, 1503931360.23
unit.000015, stage_1, 1503931315.96, 1503931322.33, 1503931322.33, 1503931324.86, 1503931324.88, 1503931324.89, 1503931324.89,1503931326.44, 1503931370.66, 1503931370.66, 1503931370.67, 1503931370.8, 1503931370.91
unit.000016, stage_1, 1503931315.96, 1503931322.6, 1503931322.6, 1503931324.92, 1503931324.94, 1503931324.95, 1503931324.95,1503931326.6, 1503931344.23, 1503931344.24, 1503931344.24, 1503931345.87, 1503931345.97
unit.000017, stage_1, 1503931315.96, 1503931323.01, 1503931323.01, 1503931325.01, 1503931325.03, 1503931325.04, 1503931325.04,1503931326.82, 1503931339.98, 1503931340.06, 1503931340.07, 1503931342.04, 1503931342.14
unit.000018, stage_1, 1503931315.96, 1503931323.34, 1503931323.34, 1503931325.08, 1503931325.1, 1503931325.11, 1503931325.11,1503931326.99, 1503931339.99, 1503931340.07, 1503931340.07, 1503931342.16, 1503931342.26
unit.000019, stage_1, 1503931315.96, 1503931323.75, 1503931323.75, 1503931325.17, 1503931325.19, 1503931325.2, 1503931325.2,1503931327.21, 1503931345.53, 1503931345.56, 1503931345.57, 1503931346.88, 1503931346.98
