uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1502482354.15, 1502482358.17, 1502482358.17, 1502482380.77, 1502482380.78, 1502482382.03, 1502482382.04,1502482384.44, 1502482416.58, 1502482416.6, 1502482416.6, 1502482417.78, 1502482417.88
unit.000001, stage_1, 1502482354.15, 1502482358.37, 1502482358.37, 1502482380.79, 1502482380.79, 1502482382.05, 1502482382.05,1502482384.52, 1502482424.44, 1502482424.48, 1502482424.48, 1502482426.71, 1502482426.81
unit.000002, stage_1, 1502482354.15, 1502482357.76, 1502482357.76, 1502482380.76, 1502482380.76, 1502482382.02, 1502482382.02,1502482384.35, 1502482424.43, 1502482424.47, 1502482424.47, 1502482426.51, 1502482426.61
unit.000003, stage_1, 1502482354.15, 1502482358.27, 1502482358.27, 1502482380.78, 1502482380.78, 1502482382.04, 1502482382.04,1502482384.48, 1502482424.44, 1502482424.49, 1502482424.5, 1502482426.57, 1502482426.68
unit.000004, stage_1, 1502482354.15, 1502482358.48, 1502482358.48, 1502482380.79, 1502482380.79, 1502482382.05, 1502482382.06,1502482384.57, 1502482424.46, 1502482424.51, 1502482424.51, 1502482426.78, 1502482426.88
unit.000005, stage_1, 1502482354.15, 1502482358.07, 1502482358.07, 1502482380.77, 1502482380.77, 1502482382.03, 1502482382.03,1502482384.39, 1502482423.12, 1502482423.13, 1502482423.14, 1502482424.79, 1502482424.9
unit.000006, stage_1, 1502482354.15, 1502482358.58, 1502482358.58, 1502482380.8, 1502482380.8, 1502482382.06, 1502482382.06,1502482384.62, 1502482423.12, 1502482423.14, 1502482423.15, 1502482424.86, 1502482424.96
unit.000007, stage_1, 1502482354.16, 1502482357.55, 1502482357.55, 1502482380.75, 1502482380.75, 1502482382.01, 1502482382.01,1502482384.15, 1502482424.42, 1502482424.46, 1502482424.47, 1502482426.3, 1502482426.4
unit.000008, stage_1, 1502482354.16, 1502482357.65, 1502482357.65, 1502482380.75, 1502482380.76, 1502482382.01, 1502482382.02,1502482384.31, 1502482424.45, 1502482424.5, 1502482424.5, 1502482426.37, 1502482426.47
