uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1502731859.48, 1502731860.0, 1502731860.0, 1502731867.38, 1502731867.39, 1502731868.26, 1502731868.27,1502731869.08, 1502731947.15, 1502731951.8, 1502731951.82, 1502731952.89, 1502731952.99
unit.000001, stage_1, 1502731859.48, 1502731861.21, 1502731861.21, 1502731867.43, 1502731867.43, 1502731868.31, 1502731868.32,1502731869.39, 1502731955.78, 1502731955.79, 1502731955.79, 1502731956.8, 1502731956.9
unit.000002, stage_1, 1502731859.48, 1502731860.2, 1502731860.2, 1502731867.4, 1502731867.4, 1502731868.28, 1502731868.28,1502731869.16, 1502731948.06, 1502731951.86, 1502731951.86, 1502731953.09, 1502731953.19
unit.000003, stage_1, 1502731859.48, 1502731860.6, 1502731860.6, 1502731867.41, 1502731867.41, 1502731868.29, 1502731868.29,1502731869.26, 1502731947.96, 1502731951.85, 1502731951.85, 1502731953.29, 1502731953.39
unit.000004, stage_1, 1502731859.48, 1502731861.01, 1502731861.01, 1502731867.42, 1502731867.43, 1502731868.3, 1502731868.31,1502731869.34, 1502731947.86, 1502731951.84, 1502731951.85, 1502731953.49, 1502731953.59
unit.000005, stage_1, 1502731859.48, 1502731860.01, 1502731860.01, 1502731867.39, 1502731867.39, 1502731868.27, 1502731868.27,1502731869.12, 1502731947.36, 1502731951.84, 1502731951.84, 1502731952.9, 1502731953.0
unit.000006, stage_1, 1502731859.48, 1502731860.4, 1502731860.4, 1502731867.4, 1502731867.41, 1502731868.28, 1502731868.29,1502731869.21, 1502731947.18, 1502731951.83, 1502731951.83, 1502731953.1, 1502731953.2
unit.000007, stage_1, 1502731859.48, 1502731860.8, 1502731860.8, 1502731867.42, 1502731867.42, 1502731868.3, 1502731868.3,1502731869.3, 1502731948.26, 1502731951.87, 1502731951.87, 1502731953.3, 1502731953.4
unit.000008, stage_2, 1502731953.46, 1502731953.93, 1502731953.93, 1502731954.2, 1502731954.22, 1502731954.28, 1502731954.29,1502731954.29, 1502731960.49, 1502731960.5, 1502731960.5, 1502731961.4, 1502731961.5
unit.000009, stage_2, 1502731954.07, 1502731954.92, 1502731954.92, 1502731955.3, 1502731955.3, 1502731955.39, 1502731955.39,1502731955.43, 1502731975.35, 1502731975.35, 1502731975.36, 1502731976.32, 1502731976.42
unit.000010, stage_2, 1502731954.68, 1502731955.14, 1502731955.14, 1502731955.38, 1502731955.38, 1502731955.39, 1502731955.4,1502731955.48, 1502731961.7, 1502731961.7, 1502731961.71, 1502731962.51, 1502731962.62
unit.000011, stage_2, 1502731955.29, 1502731956.33, 1502731956.33, 1502731956.54, 1502731956.55, 1502731956.55, 1502731956.55,1502731956.63, 1502731969.12, 1502731969.15, 1502731969.15, 1502731970.43, 1502731970.53
unit.000012, stage_2, 1502731959.09, 1502731959.75, 1502731959.75, 1502731960.0, 1502731960.03, 1502731960.03, 1502731960.04,1502731960.04, 1502731966.32, 1502731966.32, 1502731966.33, 1502731967.11, 1502731967.21
unit.000013, stage_2, 1502731959.7, 1502731960.94, 1502731960.94, 1502731961.27, 1502731961.27, 1502731961.28, 1502731961.28,1502731961.29, 1502731985.47, 1502731985.5, 1502731985.5, 1502731987.54, 1502731987.64
unit.000014, stage_2, 1502731960.31, 1502731961.05, 1502731961.05, 1502731961.27, 1502731961.28, 1502731961.29, 1502731961.29,1502731961.32, 1502731974.14, 1502731974.24, 1502731974.25, 1502731975.03, 1502731975.13
unit.000015, stage_2, 1502731960.92, 1502731962.25, 1502731962.25, 1502731962.53, 1502731962.53, 1502731962.54, 1502731962.54,1502731962.54, 1502731970.93, 1502731970.94, 1502731970.94, 1502731971.71, 1502731971.82
unit.000016, stage_3, 1502731964.73, 1502731965.65, 1502731965.65, 1502731965.87, 1502731965.9, 1502731965.9, 1502731965.91,1502731965.91, 1502731975.75, 1502731975.75, 1502731975.76, 1502731976.33, 1502731976.43
