uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1502243193.0, 1502243207.31, 1502243207.31, 1502243207.55, 1502243207.56, 1502243207.56, 1502243207.56,1502243207.57, 1502243223.5, 1502243223.55, 1502243223.55, 1502243226.79, 1502243226.89
unit.000001, stage_1, 1502243193.0, 1502243207.51, 1502243207.51, 1502243208.15, 1502243208.16, 1502243208.18, 1502243208.18,1502243208.23, 1502243223.78, 1502243223.79, 1502243223.79, 1502243227.36, 1502243227.46
unit.000002, stage_1, 1502243193.0, 1502243207.71, 1502243207.71, 1502243208.19, 1502243208.2, 1502243208.21, 1502243208.21,1502243208.47, 1502243229.16, 1502243229.18, 1502243229.19, 1502243231.89, 1502243232.0
unit.000003, stage_1, 1502243193.01, 1502243207.77, 1502243207.77, 1502243208.2, 1502243208.21, 1502243208.22, 1502243208.22,1502243208.55, 1502243229.17, 1502243229.19, 1502243229.2, 1502243233.0, 1502243233.1
unit.000004, stage_1, 1502243193.01, 1502243207.37, 1502243207.37, 1502243207.72, 1502243208.14, 1502243208.15, 1502243208.16,1502243208.17, 1502243223.53, 1502243223.59, 1502243223.59, 1502243226.86, 1502243227.36
unit.000005, stage_1, 1502243193.01, 1502243207.57, 1502243207.57, 1502243208.17, 1502243208.19, 1502243208.19, 1502243208.2,1502243208.4, 1502243223.68, 1502243223.69, 1502243223.69, 1502243227.46, 1502243227.56
unit.000006, stage_1, 1502243193.01, 1502243203.32, 1502243203.32, 1502243203.55, 1502243203.56, 1502243203.57, 1502243203.57,1502243204.01, 1502243231.0, 1502243231.01, 1502243231.01, 1502243232.9, 1502243233.0
unit.000007, stage_1, 1502243193.01, 1502243204.87, 1502243204.87, 1502243205.22, 1502243205.23, 1502243205.24, 1502243205.25,1502243205.29, 1502243218.92, 1502243218.95, 1502243218.95, 1502243221.12, 1502243221.22
unit.000008, stage_1, 1502243193.01, 1502243207.17, 1502243207.17, 1502243207.43, 1502243207.44, 1502243207.46, 1502243207.47,1502243207.51, 1502243237.31, 1502243237.38, 1502243237.38, 1502243239.14, 1502243239.24
unit.000009, stage_1, 1502243193.01, 1502243198.8, 1502243198.8, 1502243199.1, 1502243199.11, 1502243199.11, 1502243199.12,1502243200.54, 1502243224.51, 1502243224.59, 1502243224.61, 1502243225.55, 1502243225.65
unit.000010, stage_1, 1502243193.01, 1502243203.11, 1502243203.11, 1502243203.42, 1502243203.43, 1502243203.44, 1502243203.44,1502243203.9, 1502243217.07, 1502243217.1, 1502243217.1, 1502243218.18, 1502243218.28
unit.000011, stage_1, 1502243193.01, 1502243203.46, 1502243203.46, 1502243203.71, 1502243203.72, 1502243203.72, 1502243203.72,1502243204.07, 1502243217.07, 1502243217.1, 1502243217.11, 1502243218.28, 1502243218.38
unit.000012, stage_1, 1502243193.01, 1502243203.66, 1502243203.66, 1502243203.89, 1502243203.89, 1502243203.9, 1502243203.91,1502243204.19, 1502243231.15, 1502243231.21, 1502243231.22, 1502243232.4, 1502243232.6
unit.000013, stage_1, 1502243193.01, 1502243203.92, 1502243203.92, 1502243204.22, 1502243204.22, 1502243204.23, 1502243204.24,1502243204.41, 1502243236.17, 1502243236.18, 1502243236.18, 1502243238.04, 1502243238.14
unit.000014, stage_1, 1502243193.01, 1502243204.12, 1502243204.12, 1502243204.42, 1502243204.43, 1502243204.44, 1502243204.45,1502243204.52, 1502243237.31, 1502243237.37, 1502243237.37, 1502243238.33, 1502243238.43
unit.000015, stage_1, 1502243193.01, 1502243204.47, 1502243204.47, 1502243204.71, 1502243204.72, 1502243204.72, 1502243204.72,1502243204.73, 1502243216.45, 1502243216.48, 1502243216.48, 1502243217.58, 1502243217.68
unit.000016, stage_1, 1502243193.01, 1502243195.97, 1502243195.97, 1502243198.39, 1502243198.39, 1502243198.45, 1502243198.45,1502243198.82, 1502243206.39, 1502243206.42, 1502243206.43, 1502243207.96, 1502243208.06
unit.000017, stage_1, 1502243193.01, 1502243196.98, 1502243196.98, 1502243198.54, 1502243198.55, 1502243198.6, 1502243198.61,1502243199.39, 1502243208.68, 1502243208.76, 1502243208.76, 1502243210.25, 1502243210.35
unit.000018, stage_1, 1502243193.01, 1502243205.14, 1502243205.14, 1502243205.42, 1502243205.43, 1502243205.44, 1502243205.45,1502243205.48, 1502243229.16, 1502243229.17, 1502243229.18, 1502243230.78, 1502243230.88
unit.000019, stage_1, 1502243193.01, 1502243205.48, 1502243205.48, 1502243205.72, 1502243205.72, 1502243205.73, 1502243205.73,1502243205.74, 1502243216.74, 1502243216.76, 1502243216.76, 1502243218.38, 1502243218.48
unit.000020, stage_1, 1502243193.01, 1502243199.2, 1502243199.2, 1502243199.42, 1502243199.42, 1502243199.43, 1502243199.43,1502243200.7, 1502243230.79, 1502243230.8, 1502243230.82, 1502243230.99, 1502243231.09
unit.000021, stage_1, 1502243193.01, 1502243200.25, 1502243200.25, 1502243200.59, 1502243200.59, 1502243200.59, 1502243200.6,1502243201.27, 1502243216.43, 1502243216.46, 1502243216.46, 1502243217.17, 1502243217.27
unit.000022, stage_1, 1502243193.01, 1502243201.63, 1502243201.63, 1502243201.92, 1502243201.92, 1502243201.93, 1502243201.94,1502243201.97, 1502243216.33, 1502243216.35, 1502243216.35, 1502243217.37, 1502243217.47
unit.000023, stage_1, 1502243193.01, 1502243202.85, 1502243202.85, 1502243203.25, 1502243203.26, 1502243203.27, 1502243203.27,1502243203.71, 1502243229.77, 1502243229.78, 1502243229.79, 1502243230.68, 1502243230.78
unit.000024, stage_1, 1502243193.01, 1502243206.69, 1502243206.69, 1502243206.9, 1502243206.9, 1502243206.91, 1502243206.92,1502243206.97, 1502243236.99, 1502243237.01, 1502243237.02, 1502243238.74, 1502243238.84
unit.000025, stage_1, 1502243193.01, 1502243206.97, 1502243206.97, 1502243207.23, 1502243207.24, 1502243207.25, 1502243207.26,1502243207.3, 1502243217.67, 1502243217.68, 1502243217.68, 1502243218.58, 1502243218.68
