stage, pipeline, probe,timestamp

stage_1,pipeline_1,start_time,2017-08-09 03:46:32.850580
stage_1,pipeline_1,wait_time,2017-08-09 03:46:32.917548
stage_1,pipeline_1,res_time,2017-08-09 03:48:44.565368
stage_1,pipeline_1,done_time,2017-08-09 03:48:44.565471
stage_1,pipeline_2,start_time,2017-08-09 03:46:32.853072
stage_1,pipeline_2,wait_time,2017-08-09 03:46:32.917552
stage_1,pipeline_2,res_time,2017-08-09 03:48:43.948051
stage_1,pipeline_2,done_time,2017-08-09 03:48:43.948132
stage_1,pipeline_3,start_time,2017-08-09 03:46:32.855067
stage_1,pipeline_3,wait_time,2017-08-09 03:46:32.917554
stage_1,pipeline_3,res_time,2017-08-09 03:48:43.336690
stage_1,pipeline_3,done_time,2017-08-09 03:48:43.336771
stage_1,pipeline_4,start_time,2017-08-09 03:46:32.855854
stage_1,pipeline_4,wait_time,2017-08-09 03:46:32.917557
stage_1,pipeline_4,res_time,2017-08-09 03:48:42.729039
stage_1,pipeline_4,done_time,2017-08-09 03:48:42.729113
stage_1,pipeline_5,start_time,2017-08-09 03:46:32.856483
stage_1,pipeline_5,wait_time,2017-08-09 03:46:32.917560
stage_1,pipeline_5,res_time,2017-08-09 03:48:46.406189
stage_1,pipeline_5,done_time,2017-08-09 03:48:46.406262
stage_1,pipeline_6,start_time,2017-08-09 03:46:32.857285
stage_1,pipeline_6,wait_time,2017-08-09 03:46:32.917562
stage_1,pipeline_6,res_time,2017-08-09 03:48:45.797011
stage_1,pipeline_6,done_time,2017-08-09 03:48:45.797095
stage_1,pipeline_7,start_time,2017-08-09 03:46:32.857888
stage_1,pipeline_7,wait_time,2017-08-09 03:46:32.917564
stage_1,pipeline_7,res_time,2017-08-09 03:48:45.177980
stage_1,pipeline_7,done_time,2017-08-09 03:48:45.178060
stage_1,pipeline_8,start_time,2017-08-09 03:46:32.858483
stage_1,pipeline_8,wait_time,2017-08-09 03:46:32.917566
stage_1,pipeline_8,res_time,2017-08-09 03:47:28.836866
stage_1,pipeline_8,done_time,2017-08-09 03:47:28.836950
stage_1,pipeline_9,start_time,2017-08-09 03:46:32.859089
stage_1,pipeline_9,wait_time,2017-08-09 03:46:32.917568
stage_1,pipeline_9,res_time,2017-08-09 03:48:39.593100
stage_1,pipeline_9,done_time,2017-08-09 03:48:39.593182
stage_1,pipeline_10,start_time,2017-08-09 03:46:32.859685
stage_1,pipeline_10,wait_time,2017-08-09 03:46:32.917570
stage_1,pipeline_10,res_time,2017-08-09 03:48:38.981572
stage_1,pipeline_10,done_time,2017-08-09 03:48:38.981647
stage_1,pipeline_11,start_time,2017-08-09 03:46:32.860282
stage_1,pipeline_11,wait_time,2017-08-09 03:46:32.917573
stage_1,pipeline_11,res_time,2017-08-09 03:47:03.910876
stage_1,pipeline_11,done_time,2017-08-09 03:47:03.910987
stage_1,pipeline_12,start_time,2017-08-09 03:46:32.860885
stage_1,pipeline_12,wait_time,2017-08-09 03:46:32.917575
stage_1,pipeline_12,res_time,2017-08-09 03:47:04.524988
stage_1,pipeline_12,done_time,2017-08-09 03:47:04.525073
stage_1,pipeline_13,start_time,2017-08-09 03:46:32.861478
stage_1,pipeline_13,wait_time,2017-08-09 03:46:32.917577
stage_1,pipeline_13,res_time,2017-08-09 03:47:36.923793
stage_1,pipeline_13,done_time,2017-08-09 03:47:36.923876
stage_1,pipeline_14,start_time,2017-08-09 03:46:32.862073
stage_1,pipeline_14,wait_time,2017-08-09 03:46:32.917579
stage_1,pipeline_14,res_time,2017-08-09 03:47:37.537009
stage_1,pipeline_14,done_time,2017-08-09 03:47:37.537043
stage_1,pipeline_15,start_time,2017-08-09 03:46:32.862753
stage_1,pipeline_15,wait_time,2017-08-09 03:46:32.917581
stage_1,pipeline_15,res_time,2017-08-09 03:47:38.141654
stage_1,pipeline_15,done_time,2017-08-09 03:47:38.141732
stage_1,pipeline_16,start_time,2017-08-09 03:46:32.863337
stage_1,pipeline_16,wait_time,2017-08-09 03:46:32.917583
stage_1,pipeline_16,res_time,2017-08-09 03:47:05.138966
stage_1,pipeline_16,done_time,2017-08-09 03:47:05.139049
stage_1,pipeline_17,start_time,2017-08-09 03:46:32.863914
stage_1,pipeline_17,wait_time,2017-08-09 03:46:32.917585
stage_1,pipeline_17,res_time,2017-08-09 03:46:49.034948
stage_1,pipeline_17,done_time,2017-08-09 03:46:49.035028
stage_1,pipeline_18,start_time,2017-08-09 03:46:32.864493
stage_1,pipeline_18,wait_time,2017-08-09 03:46:32.917587
stage_1,pipeline_18,res_time,2017-08-09 03:47:05.759139
stage_1,pipeline_18,done_time,2017-08-09 03:47:05.759227
stage_1,pipeline_19,start_time,2017-08-09 03:46:32.865066
stage_1,pipeline_19,wait_time,2017-08-09 03:46:32.917589
stage_1,pipeline_19,res_time,2017-08-09 03:47:36.318781
stage_1,pipeline_19,done_time,2017-08-09 03:47:36.318813
stage_1,pipeline_20,start_time,2017-08-09 03:46:32.865638
stage_1,pipeline_20,wait_time,2017-08-09 03:46:32.917591
stage_1,pipeline_20,res_time,2017-08-09 03:47:03.289233
stage_1,pipeline_20,done_time,2017-08-09 03:47:03.289312
stage_1,pipeline_21,start_time,2017-08-09 03:46:32.866211
stage_1,pipeline_21,wait_time,2017-08-09 03:46:32.917593
stage_1,pipeline_21,res_time,2017-08-09 03:47:45.522031
stage_1,pipeline_21,done_time,2017-08-09 03:47:45.522117
stage_1,pipeline_22,start_time,2017-08-09 03:46:32.866792
stage_1,pipeline_22,wait_time,2017-08-09 03:46:32.917595
stage_1,pipeline_22,res_time,2017-08-09 03:47:09.798606
stage_1,pipeline_22,done_time,2017-08-09 03:47:09.798682
stage_1,pipeline_23,start_time,2017-08-09 03:46:32.867378
stage_1,pipeline_23,wait_time,2017-08-09 03:46:32.917598
stage_1,pipeline_23,res_time,2017-08-09 03:47:10.411757
stage_1,pipeline_23,done_time,2017-08-09 03:47:10.411830
stage_1,pipeline_24,start_time,2017-08-09 03:46:32.867950
stage_1,pipeline_24,wait_time,2017-08-09 03:46:32.917601
stage_1,pipeline_24,res_time,2017-08-09 03:47:46.136050
stage_1,pipeline_24,done_time,2017-08-09 03:47:46.136164
stage_1,pipeline_25,start_time,2017-08-09 03:46:32.868615
stage_1,pipeline_25,wait_time,2017-08-09 03:46:32.917603
stage_1,pipeline_25,res_time,2017-08-09 03:48:33.476190
stage_1,pipeline_25,done_time,2017-08-09 03:48:33.476275
stage_1,pipeline_26,start_time,2017-08-09 03:46:32.869190
stage_1,pipeline_26,wait_time,2017-08-09 03:46:32.917605
stage_1,pipeline_26,res_time,2017-08-09 03:47:09.185785
stage_1,pipeline_26,done_time,2017-08-09 03:47:09.185867
stage_1,pipeline_27,start_time,2017-08-09 03:46:32.869769
stage_1,pipeline_27,wait_time,2017-08-09 03:46:32.917607
stage_1,pipeline_27,res_time,2017-08-09 03:46:51.532264
stage_1,pipeline_27,done_time,2017-08-09 03:46:51.532352
stage_1,pipeline_28,start_time,2017-08-09 03:46:32.870353
stage_1,pipeline_28,wait_time,2017-08-09 03:46:32.917609
stage_1,pipeline_28,res_time,2017-08-09 03:46:50.899385
stage_1,pipeline_28,done_time,2017-08-09 03:46:50.899458
stage_1,pipeline_29,start_time,2017-08-09 03:46:32.870918
stage_1,pipeline_29,wait_time,2017-08-09 03:46:32.917611
stage_1,pipeline_29,res_time,2017-08-09 03:46:50.285373
stage_1,pipeline_29,done_time,2017-08-09 03:46:50.285482
stage_1,pipeline_30,start_time,2017-08-09 03:46:32.871479
stage_1,pipeline_30,wait_time,2017-08-09 03:46:32.917613
stage_1,pipeline_30,res_time,2017-08-09 03:46:49.670691
stage_1,pipeline_30,done_time,2017-08-09 03:46:49.670764
stage_1,pipeline_31,start_time,2017-08-09 03:46:32.872032
stage_1,pipeline_31,wait_time,2017-08-09 03:46:32.917615
stage_1,pipeline_31,res_time,2017-08-09 03:46:53.381419
stage_1,pipeline_31,done_time,2017-08-09 03:46:53.381499
stage_1,pipeline_32,start_time,2017-08-09 03:46:32.872582
stage_1,pipeline_32,wait_time,2017-08-09 03:46:32.917617
stage_1,pipeline_32,res_time,2017-08-09 03:46:53.995575
stage_1,pipeline_32,done_time,2017-08-09 03:46:53.995664
stage_1,pipeline_33,start_time,2017-08-09 03:46:32.873118
stage_1,pipeline_33,wait_time,2017-08-09 03:46:32.917619
stage_1,pipeline_33,res_time,2017-08-09 03:46:52.147706
stage_1,pipeline_33,done_time,2017-08-09 03:46:52.147791
stage_1,pipeline_34,start_time,2017-08-09 03:46:32.873750
stage_1,pipeline_34,wait_time,2017-08-09 03:46:32.917621
