uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1504020350.19, 1504020355.72, 1504020355.72, 1504020360.89, 1504020360.91, 1504020362.52, 1504020362.53,1504020367.2, 1504021129.81, 1504021130.11, 1504021130.11, 1504021134.28, 1504021134.38
unit.000001, stage_1, 1504020350.19, 1504020352.67, 1504020352.67, 1504020359.96, 1504020359.98, 1504020362.26, 1504020362.26,1504020364.94, 1504021021.78, 1504021021.91, 1504021021.91, 1504021024.8, 1504021024.9
unit.000002, stage_1, 1504020350.19, 1504020355.09, 1504020355.09, 1504020360.64, 1504020360.67, 1504020362.46, 1504020362.47,1504020366.52, 1504021129.63, 1504021129.69, 1504021129.73, 1504021131.24, 1504021131.35
unit.000003, stage_1, 1504020350.19, 1504020357.57, 1504020357.57, 1504020361.43, 1504020361.45, 1504020362.68, 1504020362.68,1504020368.4, 1504021129.77, 1504021130.05, 1504021130.05, 1504021133.67, 1504021133.77
unit.000004, stage_1, 1504020350.19, 1504020352.24, 1504020352.24, 1504020359.81, 1504020359.83, 1504020362.21, 1504020362.22,1504020364.66, 1504021021.72, 1504021021.79, 1504021021.8, 1504021023.56, 1504021023.67
unit.000005, stage_1, 1504020350.19, 1504020352.65, 1504020352.65, 1504020359.94, 1504020359.96, 1504020362.25, 1504020362.26,1504020364.9, 1504021021.73, 1504021021.81, 1504021021.81, 1504021023.77, 1504021023.87
unit.000006, stage_1, 1504020350.19, 1504020352.87, 1504020352.87, 1504020360.03, 1504020360.05, 1504020362.28, 1504020362.28,1504020365.03, 1504021021.76, 1504021021.87, 1504021021.88, 1504021024.39, 1504021024.49
unit.000007, stage_1, 1504020350.19, 1504020353.28, 1504020353.28, 1504020360.13, 1504020360.15, 1504020362.31, 1504020362.32,1504020365.3, 1504021021.75, 1504021021.84, 1504021021.84, 1504021023.98, 1504021024.08
unit.000008, stage_1, 1504020350.19, 1504020353.68, 1504020353.68, 1504020360.24, 1504020360.29, 1504020362.35, 1504020362.35,1504020365.54, 1504021037.68, 1504021037.69, 1504021037.7, 1504021038.45, 1504021038.55
unit.000009, stage_1, 1504020350.19, 1504020354.09, 1504020354.09, 1504020360.37, 1504020360.39, 1504020362.38, 1504020362.39,1504020365.77, 1504021040.78, 1504021040.84, 1504021040.85, 1504021042.37, 1504021042.47
unit.000010, stage_1, 1504020350.19, 1504020354.48, 1504020354.48, 1504020360.46, 1504020360.48, 1504020362.41, 1504020362.41,1504020365.98, 1504021040.76, 1504021040.81, 1504021040.81, 1504021042.16, 1504021042.27
unit.000011, stage_1, 1504020350.19, 1504020354.89, 1504020354.89, 1504020360.59, 1504020360.62, 1504020362.44, 1504020362.45,1504020366.42, 1504021040.77, 1504021040.83, 1504021040.84, 1504021042.37, 1504021042.47
