uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1503520646.02, 1503520650.71, 1503520650.71, 1503520715.6, 1503520715.62, 1503520718.82, 1503520718.82,1503520723.76, 1503523958.4, 1503523958.66, 1503523958.67, 1503523960.6, 1503523960.71
unit.000001, stage_1, 1503520646.02, 1503520647.68, 1503520647.68, 1503520714.87, 1503520714.89, 1503520718.55, 1503520718.55,1503520722.45, 1503523958.35, 1503523958.56, 1503523958.56, 1503523959.79, 1503523959.9
unit.000002, stage_1, 1503520646.02, 1503520649.91, 1503520649.91, 1503520715.44, 1503520715.46, 1503520718.76, 1503520718.76,1503520723.43, 1503523965.51, 1503523965.76, 1503523965.76, 1503523967.79, 1503523967.89
unit.000003, stage_1, 1503520646.02, 1503520652.53, 1503520652.53, 1503520716.0, 1503520716.01, 1503520718.98, 1503520718.98,1503520724.98, 1503523965.54, 1503523965.85, 1503523965.88, 1503523968.4, 1503523968.5
unit.000004, stage_1, 1503520646.02, 1503520647.49, 1503520647.49, 1503520714.84, 1503520714.86, 1503520718.54, 1503520718.54,1503520722.4, 1503523958.52, 1503523958.93, 1503523958.96, 1503523962.57, 1503523962.67
unit.000005, stage_1, 1503520646.02, 1503520647.89, 1503520647.89, 1503520715.0, 1503520715.02, 1503520718.58, 1503520718.58,1503520722.57, 1503523965.63, 1503523966.23, 1503523966.23, 1503523969.61, 1503523969.71
unit.000006, stage_1, 1503520646.02, 1503520648.28, 1503520648.28, 1503520715.07, 1503520715.09, 1503520718.61, 1503520718.61,1503520722.7, 1503523965.8, 1503523966.27, 1503523966.29, 1503523970.08, 1503523970.18
unit.000007, stage_1, 1503520646.02, 1503520648.7, 1503520648.7, 1503520715.18, 1503520715.2, 1503520718.65, 1503520718.66,1503520722.91, 1503523965.61, 1503523966.2, 1503523966.21, 1503523969.28, 1503523969.38
unit.000008, stage_1, 1503520646.02, 1503520649.09, 1503520649.09, 1503520715.24, 1503520715.26, 1503520718.68, 1503520718.68,1503520723.05, 1503523958.37, 1503523958.61, 1503523958.62, 1503523960.2, 1503523960.3
unit.000009, stage_1, 1503520646.02, 1503520649.5, 1503520649.5, 1503520715.33, 1503520715.35, 1503520718.71, 1503520718.72,1503520723.22, 1503523965.5, 1503523965.74, 1503523965.75, 1503523967.59, 1503523967.69
unit.000010, stage_1, 1503520646.02, 1503520649.9, 1503520649.9, 1503520715.42, 1503520715.44, 1503520718.75, 1503520718.75,1503520723.39, 1503523965.62, 1503523966.21, 1503523966.21, 1503523969.41, 1503523969.51
unit.000011, stage_1, 1503520646.02, 1503520650.91, 1503520650.91, 1503520715.64, 1503520715.66, 1503520718.84, 1503520718.84,1503520723.85, 1503523958.4, 1503523958.68, 1503523958.69, 1503523960.75, 1503523960.85
unit.000012, stage_1, 1503520646.02, 1503520651.31, 1503520651.31, 1503520715.73, 1503520715.75, 1503520718.87, 1503520718.88,1503520724.03, 1503523958.41, 1503523958.69, 1503523958.7, 1503523960.8, 1503523960.91
unit.000013, stage_1, 1503520646.02, 1503520651.72, 1503520651.72, 1503520715.82, 1503520715.84, 1503520718.91, 1503520718.91,1503520724.21, 1503523958.42, 1503523958.72, 1503523958.73, 1503523961.01, 1503523961.11
unit.000014, stage_1, 1503520646.02, 1503520652.12, 1503520652.12, 1503520715.91, 1503520715.92, 1503520718.94, 1503520718.95,1503520724.39, 1503523965.54, 1503523965.84, 1503523965.84, 1503523968.26, 1503523968.37
unit.000015, stage_1, 1503520646.02, 1503520652.34, 1503520652.34, 1503520715.97, 1503520715.99, 1503520718.97, 1503520718.97,1503520724.89, 1503523965.37, 1503523965.39, 1503523965.46, 1503523967.04, 1503523967.14
unit.000016, stage_1, 1503520646.02, 1503520652.93, 1503520652.93, 1503520716.08, 1503520716.1, 1503520719.01, 1503520719.02,1503520725.15, 1503523965.58, 1503523966.19, 1503523966.2, 1503523969.2, 1503523969.31
unit.000017, stage_1, 1503520646.02, 1503520653.14, 1503520653.14, 1503520716.15, 1503520716.17, 1503520719.04, 1503520719.04,1503520725.52, 1503523965.8, 1503523966.27, 1503523966.27, 1503523970.02, 1503523970.12
unit.000018, stage_1, 1503520646.02, 1503520647.48, 1503520647.48, 1503520714.82, 1503520714.84, 1503520718.53, 1503520718.54,1503520722.36, 1503523958.34, 1503523958.55, 1503523958.55, 1503523959.73, 1503523959.83
unit.000019, stage_1, 1503520646.02, 1503520647.69, 1503520647.69, 1503520714.89, 1503520714.97, 1503520718.56, 1503520718.56,1503520722.49, 1503523958.46, 1503523958.8, 1503523958.81, 1503523961.62, 1503523961.72
unit.000020, stage_1, 1503520646.02, 1503520648.1, 1503520648.1, 1503520715.05, 1503520715.06, 1503520718.6, 1503520718.6,1503520722.66, 1503523965.77, 1503523966.24, 1503523966.24, 1503523969.68, 1503523969.78
unit.000021, stage_1, 1503520646.02, 1503520648.49, 1503520648.49, 1503520715.11, 1503520715.13, 1503520718.62, 1503520718.63,1503520722.78, 1503523965.5, 1503523965.67, 1503523965.74, 1503523967.45, 1503523967.55
unit.000022, stage_1, 1503520646.02, 1503520648.9, 1503520648.9, 1503520715.22, 1503520715.24, 1503520718.67, 1503520718.67,1503520723.0, 1503523958.47, 1503523958.83, 1503523958.83, 1503523961.82, 1503523961.92
unit.000023, stage_1, 1503520646.02, 1503520649.29, 1503520649.29, 1503520715.29, 1503520715.31, 1503520718.69, 1503520718.7,1503520723.13, 1503523958.38, 1503523958.62, 1503523958.63, 1503523960.34, 1503523960.44
unit.000024, stage_1, 1503520646.02, 1503520649.71, 1503520649.71, 1503520715.4, 1503520715.42, 1503520718.74, 1503520718.74,1503520723.35, 1503523965.51, 1503523965.75, 1503523965.75, 1503523967.65, 1503523967.75
unit.000025, stage_1, 1503520646.02, 1503520650.11, 1503520650.11, 1503520715.47, 1503520715.48, 1503520718.77, 1503520718.77,1503520723.47, 1503523965.56, 1503523966.03, 1503523966.16, 1503523968.8, 1503523968.9
unit.000026, stage_1, 1503520646.02, 1503520650.52, 1503520650.52, 1503520715.6, 1503520715.6, 1503520718.81, 1503520718.81,1503520723.72, 1503523965.57, 1503523966.16, 1503523966.17, 1503523968.87, 1503523968.97
unit.000027, stage_1, 1503520646.02, 1503520650.92, 1503520650.92, 1503520715.66, 1503520715.68, 1503520718.84, 1503520718.85,1503520723.89, 1503523958.49, 1503523958.85, 1503523958.86, 1503523962.02, 1503523962.12
unit.000028, stage_1, 1503520646.02, 1503520651.53, 1503520651.53, 1503520715.8, 1503520715.81, 1503520718.9, 1503520718.9,1503520724.17, 1503523958.49, 1503523958.87, 1503523958.87, 1503523962.17, 1503523962.27
unit.000029, stage_1, 1503520646.02, 1503520651.92, 1503520651.92, 1503520715.86, 1503520715.88, 1503520718.92, 1503520718.93,1503520724.3, 1503523958.43, 1503523958.73, 1503523958.74, 1503523961.15, 1503523961.25
unit.000030, stage_1, 1503520646.02, 1503520652.32, 1503520652.32, 1503520715.95, 1503520715.97, 1503520718.96, 1503520718.96,1503520724.85, 1503523958.43, 1503523958.75, 1503523958.75, 1503523961.21, 1503523961.31
unit.000031, stage_1, 1503520646.02, 1503520652.54, 1503520652.54, 1503520716.02, 1503520716.03, 1503520718.99, 1503520718.99,1503520725.02, 1503523965.63, 1503523966.22, 1503523966.22, 1503523969.48, 1503523969.58
unit.000032, stage_1, 1503520646.02, 1503520653.14, 1503520653.14, 1503520716.13, 1503520716.15, 1503520719.03, 1503520719.03,1503520725.28, 1503523958.51, 1503523958.89, 1503523958.9, 1503523962.37, 1503523962.47
unit.000033, stage_1, 1503520646.02, 1503520647.07, 1503520647.07, 1503520714.54, 1503520714.71, 1503520718.47, 1503520718.5,1503520722.19, 1503523958.31, 1503523958.39, 1503523958.53, 1503523959.52, 1503523959.63
unit.000034, stage_1, 1503520646.02, 1503520649.7, 1503520649.7, 1503520715.38, 1503520715.4, 1503520718.73, 1503520718.73,1503520723.3, 1503523958.38, 1503523958.64, 1503523958.64, 1503523960.4, 1503523960.5
unit.000035, stage_1, 1503520646.02, 1503520652.14, 1503520652.14, 1503520715.93, 1503520715.95, 1503520718.95, 1503520718.95,1503520724.43, 1503523965.57, 1503523966.18, 1503523966.19, 1503523969.07, 1503523969.17
unit.000036, stage_1, 1503520646.02, 1503520648.08, 1503520648.08, 1503520715.02, 1503520715.04, 1503520718.59, 1503520718.59,1503520722.61, 1503523965.49, 1503523965.64, 1503523965.64, 1503523967.38, 1503523967.48
unit.000037, stage_1, 1503520646.02, 1503520650.51, 1503520650.51, 1503520715.59, 1503520715.59, 1503520718.8, 1503520718.8,1503520723.66, 1503523965.52, 1503523965.79, 1503523965.81, 1503523967.99, 1503523968.09
unit.000038, stage_1, 1503520646.02, 1503520652.94, 1503520652.94, 1503520716.1, 1503520716.12, 1503520719.02, 1503520719.03,1503520725.24, 1503523958.44, 1503523958.76, 1503523958.77, 1503523961.36, 1503523961.46
unit.000039, stage_1, 1503520646.02, 1503520648.89, 1503520648.89, 1503520715.2, 1503520715.22, 1503520718.66, 1503520718.66,1503520722.96, 1503523958.36, 1503523958.6, 1503523958.61, 1503523960.14, 1503523960.24
unit.000040, stage_1, 1503520646.02, 1503520651.52, 1503520651.52, 1503520715.77, 1503520715.79, 1503520718.89, 1503520718.89,1503520724.13, 1503523958.41, 1503523958.71, 1503523958.71, 1503523960.95, 1503523961.05
unit.000041, stage_1, 1503520646.02, 1503520647.29, 1503520647.29, 1503520714.76, 1503520714.82, 1503520718.52, 1503520718.53,1503520722.32, 1503523958.45, 1503523958.79, 1503523958.79, 1503523961.56, 1503523961.66
unit.000042, stage_1, 1503520646.02, 1503520649.3, 1503520649.3, 1503520715.31, 1503520715.33, 1503520718.7, 1503520718.71,1503520723.18, 1503523958.48, 1503523958.84, 1503523958.85, 1503523961.96, 1503523962.07
unit.000043, stage_1, 1503520646.02, 1503520648.5, 1503520648.5, 1503520715.13, 1503520715.15, 1503520718.63, 1503520718.64,1503520722.83, 1503523958.36, 1503523958.59, 1503523958.59, 1503523960.0, 1503523960.1
unit.000044, stage_1, 1503520646.02, 1503520647.88, 1503520647.88, 1503520714.98, 1503520715.0, 1503520718.57, 1503520718.57,1503520722.53, 1503523958.35, 1503523958.57, 1503523958.58, 1503523959.93, 1503523960.03
unit.000045, stage_1, 1503520646.02, 1503520647.08, 1503520647.08, 1503520714.71, 1503520714.73, 1503520718.5, 1503520718.51,1503520722.24, 1503523965.48, 1503523965.49, 1503523965.62, 1503523967.24, 1503523967.35
unit.000046, stage_1, 1503520646.02, 1503520652.73, 1503520652.73, 1503520716.04, 1503520716.06, 1503520718.99, 1503520719.0,1503520725.06, 1503523965.38, 1503523965.47, 1503523965.48, 1503523967.18, 1503523967.28
unit.000047, stage_1, 1503520646.02, 1503520651.93, 1503520651.93, 1503520715.89, 1503520715.9, 1503520718.93, 1503520718.94,1503520724.34, 1503523958.5, 1503523958.88, 1503523958.89, 1503523962.22, 1503523962.33
unit.000048, stage_1, 1503520646.02, 1503520651.11, 1503520651.11, 1503520715.69, 1503520715.7, 1503520718.85, 1503520718.86,1503520723.93, 1503523965.79, 1503523966.26, 1503523966.26, 1503523969.88, 1503523969.98
unit.000049, stage_1, 1503520646.02, 1503520647.28, 1503520647.28, 1503520714.74, 1503520714.76, 1503520718.51, 1503520718.52,1503520722.28, 1503523958.34, 1503523958.53, 1503523958.54, 1503523959.59, 1503523959.69
unit.000050, stage_1, 1503520646.02, 1503520651.12, 1503520651.12, 1503520715.71, 1503520715.73, 1503520718.86, 1503520718.87,1503520723.99, 1503523965.53, 1503523965.83, 1503523965.83, 1503523968.19, 1503523968.29
unit.000051, stage_1, 1503520646.02, 1503520653.34, 1503520653.34, 1503520716.19, 1503520716.21, 1503520719.06, 1503520719.06,1503520725.62, 1503523958.51, 1503523958.91, 1503523958.91, 1503523962.43, 1503523962.53
unit.000052, stage_1, 1503520646.02, 1503520649.1, 1503520649.1, 1503520715.27, 1503520715.28, 1503520718.69, 1503520718.69,1503520723.09, 1503523965.78, 1503523966.25, 1503523966.25, 1503523969.81, 1503523969.92
unit.000053, stage_1, 1503520646.02, 1503520651.73, 1503520651.73, 1503520715.84, 1503520715.86, 1503520718.91, 1503520718.92,1503520724.27, 1503523965.8, 1503523966.29, 1503523966.3, 1503523970.22, 1503523970.32
unit.000054, stage_1, 1503520646.02, 1503520650.11, 1503520650.11, 1503520715.49, 1503520715.51, 1503520718.77, 1503520718.78,1503520723.52, 1503523958.39, 1503523958.65, 1503523958.66, 1503523960.54, 1503523960.65
unit.000055, stage_1, 1503520646.02, 1503520652.74, 1503520652.74, 1503520716.06, 1503520716.08, 1503520719.0, 1503520719.01,1503520725.11, 1503523965.55, 1503523965.88, 1503523965.91, 1503523968.47, 1503523968.57
unit.000056, stage_1, 1503520646.02, 1503520648.69, 1503520648.69, 1503520715.16, 1503520715.17, 1503520718.64, 1503520718.65,1503520722.87, 1503523958.47, 1503523958.81, 1503523958.82, 1503523961.76, 1503523961.86
unit.000057, stage_1, 1503520646.02, 1503520650.31, 1503520650.31, 1503520715.51, 1503520715.53, 1503520718.78, 1503520718.79,1503520723.56, 1503523965.52, 1503523965.77, 1503523965.78, 1503523967.85, 1503523967.95
unit.000058, stage_1, 1503520646.02, 1503520651.33, 1503520651.33, 1503520715.75, 1503520715.77, 1503520718.88, 1503520718.88,1503520724.08, 1503523965.57, 1503523966.17, 1503523966.18, 1503523969.0, 1503523969.1
unit.000059, stage_1, 1503520646.02, 1503520650.31, 1503520650.31, 1503520715.53, 1503520715.55, 1503520718.79, 1503520718.8,1503520723.6, 1503523965.81, 1503523966.31, 1503523966.41, 1503523970.28, 1503523970.38
unit.000060, stage_1, 1503520646.02, 1503520649.51, 1503520649.51, 1503520715.36, 1503520715.37, 1503520718.72, 1503520718.72,1503520723.26, 1503523965.56, 1503523965.95, 1503523966.03, 1503523968.67, 1503523968.77
unit.000061, stage_1, 1503520646.02, 1503520648.3, 1503520648.3, 1503520715.09, 1503520715.11, 1503520718.61, 1503520718.62,1503520722.74, 1503523965.55, 1503523965.92, 1503523965.95, 1503523968.6, 1503523968.7
unit.000062, stage_1, 1503520646.02, 1503520650.72, 1503520650.72, 1503520715.62, 1503520715.64, 1503520718.83, 1503520718.83,1503520723.81, 1503523965.53, 1503523965.82, 1503523965.82, 1503523968.06, 1503523968.16
unit.000063, stage_1, 1503520646.02, 1503520653.34, 1503520653.34, 1503520716.17, 1503520716.19, 1503520719.05, 1503520719.05,1503520725.57, 1503523958.45, 1503523958.77, 1503523958.78, 1503523961.41, 1503523961.52
unit.000064, stage_2, 1503523963.02, 1503523963.88, 1503523963.88, 1503523964.26, 1503523964.32, 1503523964.35, 1503523964.38,1503523964.41, 1503524001.31, 1503524001.48, 1503524001.51, 1503524002.4, 1503524002.61
unit.000065, stage_2, 1503523963.74, 1503523964.98, 1503523964.98, 1503523965.43, 1503523965.61, 1503523965.67, 1503523965.7,1503523965.73, 1503524043.79, 1503524043.88, 1503524043.91, 1503524045.45, 1503524045.65
unit.000066, stage_2, 1503523964.65, 1503523965.29, 1503523965.29, 1503523965.87, 1503523966.06, 1503523966.09, 1503523966.12,1503523966.15, 1503524043.85, 1503524043.94, 1503524043.97, 1503524045.72, 1503524045.92
unit.000067, stage_2, 1503523965.37, 1503523966.39, 1503523966.39, 1503523966.84, 1503523966.88, 1503523966.91, 1503523966.94,1503523966.97, 1503524044.0, 1503524044.06, 1503524044.09, 1503524045.75, 1503524045.96
unit.000068, stage_2, 1503523966.09, 1503523966.69, 1503523966.69, 1503523967.13, 1503523967.16, 1503523967.19, 1503523967.22,1503523967.25, 1503524044.03, 1503524044.12, 1503524044.14, 1503524046.02, 1503524046.12
unit.000069, stage_2, 1503523966.81, 1503523967.79, 1503523967.79, 1503523968.15, 1503523968.19, 1503523968.27, 1503523968.3,1503523968.33, 1503524068.37, 1503524068.49, 1503524068.52, 1503524070.32, 1503524070.53
unit.000070, stage_2, 1503523967.52, 1503523969.1, 1503523969.1, 1503523969.41, 1503523969.46, 1503523969.49, 1503523969.52,1503523969.56, 1503524068.46, 1503524068.63, 1503524068.66, 1503524070.49, 1503524070.69
unit.000071, stage_2, 1503523968.33, 1503523969.2, 1503523969.2, 1503523969.6, 1503523969.63, 1503523969.66, 1503523969.69,1503523969.72, 1503524068.42, 1503524068.56, 1503524068.59, 1503524070.63, 1503524070.83
unit.000072, stage_2, 1503523969.05, 1503523970.4, 1503523970.4, 1503523970.78, 1503523970.96, 1503523971.01, 1503523971.04,1503523971.07, 1503524357.99, 1503524358.09, 1503524358.13, 1503524359.72, 1503524359.93
unit.000073, stage_2, 1503523969.77, 1503523970.6, 1503523970.6, 1503523970.99, 1503523971.1, 1503523971.13, 1503523971.16,1503523971.19, 1503524358.05, 1503524358.16, 1503524358.2, 1503524359.83, 1503524360.03
unit.000074, stage_2, 1503523970.49, 1503523971.81, 1503523971.81, 1503523972.22, 1503523972.26, 1503523972.29, 1503523972.32,1503523972.35, 1503524657.79, 1503524658.51, 1503524658.54, 1503524659.57, 1503524659.77
unit.000075, stage_2, 1503523971.2, 1503523972.0, 1503523972.0, 1503523972.38, 1503523972.43, 1503523972.46, 1503523972.49,1503523972.51, 1503524656.71, 1503524657.39, 1503524657.43, 1503524657.74, 1503524657.95
unit.000076, stage_2, 1503523971.92, 1503523973.21, 1503523973.21, 1503523973.66, 1503523973.71, 1503523973.74, 1503523973.77,1503523973.8, 1503524657.06, 1503524658.03, 1503524658.06, 1503524659.66, 1503524659.86
unit.000077, stage_2, 1503523972.63, 1503523973.41, 1503523973.41, 1503523973.83, 1503523973.86, 1503523973.89, 1503523973.92,1503523973.95, 1503524656.76, 1503524657.47, 1503524657.51, 1503524657.87, 1503524658.07
unit.000078, stage_2, 1503523973.36, 1503523974.62, 1503523974.62, 1503523974.96, 1503523975.0, 1503523975.02, 1503523975.05,1503523975.09, 1503524657.23, 1503524658.27, 1503524658.3, 1503524659.87, 1503524659.97
unit.000079, stage_2, 1503523974.07, 1503523974.82, 1503523974.82, 1503523975.25, 1503523975.28, 1503523975.32, 1503523975.34,1503523975.37, 1503524656.8, 1503524657.56, 1503524657.58, 1503524658.05, 1503524658.25
unit.000080, stage_2, 1503523974.79, 1503523976.02, 1503523976.02, 1503523976.39, 1503523976.43, 1503523976.45, 1503523976.48,1503523976.51, 1503524657.1, 1503524658.09, 1503524658.12, 1503524659.96, 1503524660.17
unit.000081, stage_2, 1503523975.5, 1503523976.22, 1503523976.22, 1503523976.68, 1503523976.71, 1503523976.74, 1503523976.77,1503523976.8, 1503524656.83, 1503524657.61, 1503524657.64, 1503524658.17, 1503524658.37
unit.000082, stage_2, 1503523976.22, 1503523977.42, 1503523977.42, 1503523977.82, 1503523977.86, 1503523977.91, 1503523977.94,1503523977.96, 1503524657.31, 1503524658.39, 1503524658.42, 1503524660.08, 1503524660.28
unit.000083, stage_2, 1503523976.94, 1503523977.64, 1503523977.64, 1503523978.0, 1503523978.02, 1503523978.05, 1503523978.08,1503523978.11, 1503524656.87, 1503524657.67, 1503524657.7, 1503524658.35, 1503524658.46
unit.000084, stage_2, 1503523977.66, 1503523978.83, 1503523978.83, 1503523979.2, 1503523979.24, 1503523979.26, 1503523979.29,1503523979.32, 1503524657.14, 1503524658.15, 1503524658.18, 1503524660.27, 1503524660.37
unit.000085, stage_2, 1503523978.37, 1503523979.04, 1503523979.04, 1503523979.48, 1503523979.52, 1503523979.55, 1503523979.58,1503523979.61, 1503524656.9, 1503524657.73, 1503524657.82, 1503524660.38, 1503524660.48
unit.000086, stage_2, 1503523979.09, 1503523980.24, 1503523980.24, 1503523980.65, 1503523981.02, 1503523981.08, 1503523981.11,1503523981.14, 1503524657.27, 1503524658.33, 1503524658.36, 1503524660.47, 1503524660.58
unit.000087, stage_2, 1503523979.81, 1503523980.45, 1503523980.45, 1503523981.05, 1503523981.17, 1503523981.2, 1503523981.23,1503523981.25, 1503524656.93, 1503524657.85, 1503524657.88, 1503524660.58, 1503524660.68
unit.000088, stage_2, 1503523980.53, 1503523981.64, 1503523981.64, 1503523982.17, 1503523982.21, 1503523982.24, 1503523982.27,1503523982.3, 1503524657.19, 1503524658.21, 1503524658.24, 1503524660.68, 1503524660.78
unit.000089, stage_2, 1503523981.24, 1503523981.85, 1503523981.85, 1503523982.33, 1503523982.36, 1503523982.39, 1503523982.42,1503523982.45, 1503524656.97, 1503524657.91, 1503524657.94, 1503524660.78, 1503524660.89
unit.000090, stage_2, 1503523981.95, 1503523983.05, 1503523983.05, 1503523983.45, 1503523983.49, 1503523983.52, 1503523983.55,1503523983.58, 1503524657.35, 1503524658.45, 1503524658.48, 1503524660.88, 1503524661.08
unit.000091, stage_2, 1503523982.68, 1503523983.25, 1503523983.25, 1503523983.68, 1503523983.72, 1503523983.76, 1503523983.79,1503523983.83, 1503524657.02, 1503524657.97, 1503524658.0, 1503524660.99, 1503524661.09
unit.000092, stage_2, 1503523983.4, 1503523984.45, 1503523984.45, 1503523984.82, 1503523984.87, 1503523984.9, 1503523984.94,1503523984.98, 1503524703.72, 1503524703.9, 1503524704.21, 1503524705.3, 1503524705.5
unit.000093, stage_2, 1503523984.11, 1503523984.66, 1503523984.66, 1503523985.12, 1503523985.16, 1503523985.22, 1503523985.26,1503523985.46, 1503524703.98, 1503524704.44, 1503524704.47, 1503524705.3, 1503524705.51
unit.000094, stage_2, 1503523988.44, 1503523989.17, 1503523989.17, 1503523989.62, 1503523989.68, 1503523989.71, 1503523989.73,1503523989.76, 1503524717.03, 1503524717.1, 1503524717.17, 1503524718.44, 1503524718.65
unit.000095, stage_2, 1503523989.16, 1503523990.48, 1503523990.48, 1503523990.87, 1503523990.92, 1503523990.95, 1503523990.97,1503523991.0, 1503524703.83, 1503524704.25, 1503524704.28, 1503524705.6, 1503524705.71
unit.000096, stage_2, 1503523989.88, 1503523990.57, 1503523990.57, 1503523991.04, 1503523991.08, 1503523991.11, 1503523991.14,1503523991.17, 1503524704.55, 1503524704.62, 1503524704.65, 1503524705.61, 1503524705.71
unit.000097, stage_2, 1503523990.6, 1503523991.88, 1503523991.88, 1503523992.33, 1503523992.37, 1503523992.43, 1503523992.46,1503523992.49, 1503524703.86, 1503524704.32, 1503524704.35, 1503524705.81, 1503524705.91
unit.000098, stage_2, 1503523991.31, 1503523991.97, 1503523991.97, 1503523992.4, 1503523992.52, 1503523992.55, 1503523992.58,1503523992.6, 1503524704.17, 1503524704.5, 1503524704.52, 1503524705.81, 1503524706.01
unit.000099, stage_2, 1503523992.03, 1503523993.29, 1503523993.29, 1503523993.96, 1503523994.01, 1503523994.07, 1503523994.1,1503523994.13, 1503524703.94, 1503524704.38, 1503524704.41, 1503524706.01, 1503524706.21
unit.000100, stage_2, 1503523992.74, 1503523993.38, 1503523993.38, 1503523994.04, 1503523994.16, 1503523994.19, 1503523994.22,1503523994.25, 1503524704.58, 1503524704.69, 1503524704.72, 1503524706.11, 1503524706.31
unit.000101, stage_2, 1503523993.46, 1503523994.7, 1503523994.7, 1503523995.15, 1503523995.18, 1503523995.24, 1503523995.27,1503523995.3, 1503524830.17, 1503524830.28, 1503524830.37, 1503524831.33, 1503524831.53
unit.000102, stage_2, 1503523994.18, 1503523994.78, 1503523994.78, 1503523995.21, 1503523995.33, 1503523995.36, 1503523995.39,1503523995.42, 1503524830.31, 1503524830.52, 1503524830.55, 1503524831.5, 1503524831.7
unit.000103, stage_2, 1503523994.9, 1503523996.1, 1503523996.1, 1503523996.57, 1503523996.61, 1503523996.64, 1503523996.7,1503523996.73, 1503524830.22, 1503524830.4, 1503524830.43, 1503524831.63, 1503524831.84
unit.000104, stage_2, 1503523995.61, 1503523996.19, 1503523996.19, 1503523996.67, 1503523996.76, 1503523996.79, 1503523996.82,1503523996.85, 1503524830.64, 1503524830.67, 1503524830.7, 1503524831.8, 1503524831.9
unit.000105, stage_2, 1503523996.33, 1503523997.51, 1503523997.51, 1503523997.96, 1503523998.01, 1503523998.06, 1503523998.09,1503523998.12, 1503524830.25, 1503524830.46, 1503524830.49, 1503524831.95, 1503524832.05
unit.000106, stage_2, 1503523997.05, 1503523997.59, 1503523997.59, 1503523998.04, 1503523998.15, 1503523998.2, 1503523998.23,1503523998.26, 1503524830.35, 1503524830.58, 1503524830.61, 1503524832.0, 1503524832.11
unit.000107, stage_2, 1503523997.76, 1503523998.91, 1503523998.91, 1503523999.36, 1503523999.39, 1503523999.45, 1503523999.48,1503523999.51, 1503524717.06, 1503524717.21, 1503524717.24, 1503524718.55, 1503524718.75
unit.000108, stage_2, 1503523998.48, 1503523998.99, 1503523998.99, 1503523999.42, 1503523999.54, 1503523999.57, 1503523999.6,1503523999.64, 1503524717.14, 1503524717.28, 1503524717.32, 1503524718.75, 1503524718.95
