stage, pipeline, probe,timestamp

stage_1,pipeline_1,start_time,2017-08-12 00:44:46.055935
stage_1,pipeline_1,wait_time,2017-08-12 00:44:46.094077
stage_1,pipeline_1,res_time,2017-08-12 00:45:36.000341
stage_1,pipeline_1,done_time,2017-08-12 00:45:36.000415
stage_1,pipeline_2,start_time,2017-08-12 00:44:46.058334
stage_1,pipeline_2,wait_time,2017-08-12 00:44:46.094081
stage_1,pipeline_2,res_time,2017-08-12 00:45:32.322080
stage_1,pipeline_2,done_time,2017-08-12 00:45:32.322164
stage_1,pipeline_3,start_time,2017-08-12 00:44:46.060377
stage_1,pipeline_3,wait_time,2017-08-12 00:44:46.094084
stage_1,pipeline_3,res_time,2017-08-12 00:45:51.933528
stage_1,pipeline_3,done_time,2017-08-12 00:45:51.933609
stage_1,pipeline_4,start_time,2017-08-12 00:44:46.061308
stage_1,pipeline_4,wait_time,2017-08-12 00:44:46.094086
stage_1,pipeline_4,res_time,2017-08-12 00:45:36.610886
stage_1,pipeline_4,done_time,2017-08-12 00:45:36.610968
stage_1,pipeline_5,start_time,2017-08-12 00:44:46.061908
stage_1,pipeline_5,wait_time,2017-08-12 00:44:46.094088
stage_1,pipeline_5,res_time,2017-08-12 00:45:37.833606
stage_1,pipeline_5,done_time,2017-08-12 00:45:37.833693
stage_1,pipeline_6,start_time,2017-08-12 00:44:46.062694
stage_1,pipeline_6,wait_time,2017-08-12 00:44:46.094090
stage_1,pipeline_6,res_time,2017-08-12 00:45:30.484030
stage_1,pipeline_6,done_time,2017-08-12 00:45:30.484111
stage_1,pipeline_7,start_time,2017-08-12 00:44:46.063298
stage_1,pipeline_7,wait_time,2017-08-12 00:44:46.094092
stage_1,pipeline_7,res_time,2017-08-12 00:45:57.452927
stage_1,pipeline_7,done_time,2017-08-12 00:45:57.453007
stage_1,pipeline_8,start_time,2017-08-12 00:44:46.063892
stage_1,pipeline_8,wait_time,2017-08-12 00:44:46.094094
stage_1,pipeline_8,res_time,2017-08-12 00:45:46.426456
stage_1,pipeline_8,done_time,2017-08-12 00:45:46.426543
stage_1,pipeline_9,start_time,2017-08-12 00:44:46.064480
stage_1,pipeline_9,wait_time,2017-08-12 00:44:46.094096
stage_1,pipeline_9,res_time,2017-08-12 00:45:55.620586
stage_1,pipeline_9,done_time,2017-08-12 00:45:55.620670
stage_1,pipeline_10,start_time,2017-08-12 00:44:46.065078
stage_1,pipeline_10,wait_time,2017-08-12 00:44:46.094098
stage_1,pipeline_10,res_time,2017-08-12 00:45:12.968087
stage_1,pipeline_10,done_time,2017-08-12 00:45:12.968169
stage_1,pipeline_11,start_time,2017-08-12 00:44:46.065666
stage_1,pipeline_11,wait_time,2017-08-12 00:44:46.094100
stage_1,pipeline_11,res_time,2017-08-12 00:45:26.815776
stage_1,pipeline_11,done_time,2017-08-12 00:45:26.815856
stage_1,pipeline_12,start_time,2017-08-12 00:44:46.066258
stage_1,pipeline_12,wait_time,2017-08-12 00:44:46.094102
stage_1,pipeline_12,res_time,2017-08-12 00:45:27.432982
stage_1,pipeline_12,done_time,2017-08-12 00:45:27.433063
stage_1,pipeline_13,start_time,2017-08-12 00:44:46.066845
stage_1,pipeline_13,wait_time,2017-08-12 00:44:46.094104
stage_1,pipeline_13,res_time,2017-08-12 00:45:53.169911
stage_1,pipeline_13,done_time,2017-08-12 00:45:53.169992
stage_1,pipeline_14,start_time,2017-08-12 00:44:46.067426
stage_1,pipeline_14,wait_time,2017-08-12 00:44:46.094107
stage_1,pipeline_14,res_time,2017-08-12 00:45:48.270258
stage_1,pipeline_14,done_time,2017-08-12 00:45:48.270342
stage_1,pipeline_15,start_time,2017-08-12 00:44:46.068093
stage_1,pipeline_15,wait_time,2017-08-12 00:44:46.094110
stage_1,pipeline_15,res_time,2017-08-12 00:45:54.399510
stage_1,pipeline_15,done_time,2017-08-12 00:45:54.399583
stage_1,pipeline_16,start_time,2017-08-12 00:44:46.068668
stage_1,pipeline_16,wait_time,2017-08-12 00:44:46.094112
stage_1,pipeline_16,res_time,2017-08-12 00:45:37.221659
stage_1,pipeline_16,done_time,2017-08-12 00:45:37.221734
stage_1,pipeline_17,start_time,2017-08-12 00:44:46.069241
stage_1,pipeline_17,wait_time,2017-08-12 00:44:46.094114
stage_1,pipeline_17,res_time,2017-08-12 00:45:28.043950
stage_1,pipeline_17,done_time,2017-08-12 00:45:28.044031
stage_1,pipeline_18,start_time,2017-08-12 00:44:46.069822
stage_1,pipeline_18,wait_time,2017-08-12 00:44:46.094116
stage_1,pipeline_18,res_time,2017-08-12 00:45:28.657273
stage_1,pipeline_18,done_time,2017-08-12 00:45:28.657358
stage_1,pipeline_19,start_time,2017-08-12 00:44:46.070392
stage_1,pipeline_19,wait_time,2017-08-12 00:44:46.094118
stage_1,pipeline_19,res_time,2017-08-12 00:45:26.195402
stage_1,pipeline_19,done_time,2017-08-12 00:45:26.195431
stage_1,pipeline_20,start_time,2017-08-12 00:44:46.070973
stage_1,pipeline_20,wait_time,2017-08-12 00:44:46.094120
stage_1,pipeline_20,res_time,2017-08-12 00:45:33.551669
stage_1,pipeline_20,done_time,2017-08-12 00:45:33.551756
stage_1,pipeline_21,start_time,2017-08-12 00:44:46.071552
stage_1,pipeline_21,wait_time,2017-08-12 00:44:46.094122
stage_1,pipeline_21,res_time,2017-08-12 00:45:47.653085
stage_1,pipeline_21,done_time,2017-08-12 00:45:47.653169
stage_1,pipeline_22,start_time,2017-08-12 00:44:46.072130
stage_1,pipeline_22,wait_time,2017-08-12 00:44:46.094124
stage_1,pipeline_22,res_time,2017-08-12 00:45:47.041964
stage_1,pipeline_22,done_time,2017-08-12 00:45:47.042047
stage_1,pipeline_23,start_time,2017-08-12 00:44:46.072710
stage_1,pipeline_23,wait_time,2017-08-12 00:44:46.094126
stage_1,pipeline_23,res_time,2017-08-12 00:45:17.905758
stage_1,pipeline_23,done_time,2017-08-12 00:45:17.905844
stage_1,pipeline_24,start_time,2017-08-12 00:44:46.073290
stage_1,pipeline_24,wait_time,2017-08-12 00:44:46.094128
stage_1,pipeline_24,res_time,2017-08-12 00:45:15.444643
stage_1,pipeline_24,done_time,2017-08-12 00:45:15.444715
stage_1,pipeline_25,start_time,2017-08-12 00:44:46.073947
stage_1,pipeline_25,wait_time,2017-08-12 00:44:46.094130
stage_1,pipeline_25,res_time,2017-08-12 00:45:38.446107
stage_1,pipeline_25,done_time,2017-08-12 00:45:38.446191
stage_1,pipeline_26,start_time,2017-08-12 00:44:46.074527
stage_1,pipeline_26,wait_time,2017-08-12 00:44:46.094132
stage_1,pipeline_26,res_time,2017-08-12 00:45:59.910860
stage_1,pipeline_26,done_time,2017-08-12 00:45:59.910961
stage_1,pipeline_27,start_time,2017-08-12 00:44:46.075118
stage_1,pipeline_27,wait_time,2017-08-12 00:44:46.094135
stage_1,pipeline_27,res_time,2017-08-12 00:45:18.511678
stage_1,pipeline_27,done_time,2017-08-12 00:45:18.511765
stage_1,pipeline_28,start_time,2017-08-12 00:44:46.075677
stage_1,pipeline_28,wait_time,2017-08-12 00:44:46.094137
stage_1,pipeline_28,res_time,2017-08-12 00:45:20.961061
stage_1,pipeline_28,done_time,2017-08-12 00:45:20.961184
stage_1,pipeline_29,start_time,2017-08-12 00:44:46.076237
stage_1,pipeline_29,wait_time,2017-08-12 00:44:46.094139
stage_1,pipeline_29,res_time,2017-08-12 00:45:44.591826
stage_1,pipeline_29,done_time,2017-08-12 00:45:44.591909
stage_1,pipeline_30,start_time,2017-08-12 00:44:46.076790
stage_1,pipeline_30,wait_time,2017-08-12 00:44:46.094141
stage_1,pipeline_30,res_time,2017-08-12 00:45:43.941487
stage_1,pipeline_30,done_time,2017-08-12 00:45:43.941574
stage_1,pipeline_31,start_time,2017-08-12 00:44:46.077340
stage_1,pipeline_31,wait_time,2017-08-12 00:44:46.094143
stage_1,pipeline_31,res_time,2017-08-12 00:45:19.732626
stage_1,pipeline_31,done_time,2017-08-12 00:45:19.732712
stage_1,pipeline_32,start_time,2017-08-12 00:44:46.077879
stage_1,pipeline_32,wait_time,2017-08-12 00:44:46.094145
stage_1,pipeline_32,res_time,2017-08-12 00:45:10.506993
stage_1,pipeline_32,done_time,2017-08-12 00:45:10.507075
stage_1,pipeline_33,start_time,2017-08-12 00:44:46.078414
stage_1,pipeline_33,wait_time,2017-08-12 00:44:46.094147
stage_1,pipeline_33,res_time,2017-08-12 00:45:11.735843
stage_1,pipeline_33,done_time,2017-08-12 00:45:11.735918
stage_1,pipeline_34,start_time,2017-08-12 00:44:46.079040
stage_1,pipeline_34,wait_time,2017-08-12 00:44:46.094149
stage_1,pipeline_34,res_time,2017-08-12 00:45:45.813177
stage_1,pipeline_34,done_time,2017-08-12 00:45:45.813241
stage_1,pipeline_35,start_time,2017-08-12 00:44:46.079582
stage_1,pipeline_35,wait_time,2017-08-12 00:44:46.094152
stage_1,pipeline_35,res_time,2017-08-12 00:45:34.164053
stage_1,pipeline_35,done_time,2017-08-12 00:45:34.164133
