stage, pipeline, probe,timestamp

stage_1,pipeline_1,start_time,2017-08-14 19:39:33.794974
stage_1,pipeline_1,wait_time,2017-08-14 19:39:33.808406
stage_1,pipeline_1,res_time,2017-08-14 19:40:10.538207
stage_1,pipeline_1,done_time,2017-08-14 19:40:10.538283
stage_1,pipeline_2,start_time,2017-08-14 19:39:33.797437
stage_1,pipeline_2,wait_time,2017-08-14 19:39:33.808412
stage_1,pipeline_2,res_time,2017-08-14 19:40:04.164767
stage_1,pipeline_2,done_time,2017-08-14 19:40:04.164849
stage_1,pipeline_3,start_time,2017-08-14 19:39:33.799245
stage_1,pipeline_3,wait_time,2017-08-14 19:39:33.808416
stage_1,pipeline_3,res_time,2017-08-14 19:40:09.925197
stage_1,pipeline_3,done_time,2017-08-14 19:40:09.925280
stage_1,pipeline_4,start_time,2017-08-14 19:39:33.799908
stage_1,pipeline_4,wait_time,2017-08-14 19:39:33.808420
stage_1,pipeline_4,res_time,2017-08-14 19:40:00.464717
stage_1,pipeline_4,done_time,2017-08-14 19:40:00.464783
stage_1,pipeline_5,start_time,2017-08-14 19:39:33.800575
stage_1,pipeline_5,wait_time,2017-08-14 19:39:33.808423
stage_1,pipeline_5,res_time,2017-08-14 19:40:09.308370
stage_1,pipeline_5,done_time,2017-08-14 19:40:09.308445
stage_1,pipeline_6,start_time,2017-08-14 19:39:33.801243
stage_1,pipeline_6,wait_time,2017-08-14 19:39:33.808426
stage_1,pipeline_6,res_time,2017-08-14 19:40:15.710998
stage_1,pipeline_6,done_time,2017-08-14 19:40:15.711082
stage_1,pipeline_7,start_time,2017-08-14 19:39:33.802095
stage_1,pipeline_7,wait_time,2017-08-14 19:39:33.808429
stage_1,pipeline_7,res_time,2017-08-14 19:40:16.942351
stage_1,pipeline_7,done_time,2017-08-14 19:40:16.942451
stage_1,pipeline_8,start_time,2017-08-14 19:39:33.802736
stage_1,pipeline_8,wait_time,2017-08-14 19:39:33.808432
stage_1,pipeline_8,res_time,2017-08-14 19:40:03.545887
stage_1,pipeline_8,done_time,2017-08-14 19:40:03.545969
stage_1,pipeline_9,start_time,2017-08-14 19:39:33.803385
stage_1,pipeline_9,wait_time,2017-08-14 19:39:33.808435
stage_1,pipeline_9,res_time,2017-08-14 19:40:02.314165
stage_1,pipeline_9,done_time,2017-08-14 19:40:02.314194
stage_1,pipeline_10,start_time,2017-08-14 19:39:33.803999
stage_1,pipeline_10,wait_time,2017-08-14 19:39:33.808439
stage_1,pipeline_10,res_time,2017-08-14 19:39:54.785789
stage_1,pipeline_10,done_time,2017-08-14 19:39:54.785874
stage_1,pipeline_11,start_time,2017-08-14 19:39:33.804616
stage_1,pipeline_11,wait_time,2017-08-14 19:39:33.808442
stage_1,pipeline_11,res_time,2017-08-14 19:40:01.700763
stage_1,pipeline_11,done_time,2017-08-14 19:40:01.700839
stage_1,pipeline_12,start_time,2017-08-14 19:39:33.805228
stage_1,pipeline_12,wait_time,2017-08-14 19:39:33.808445
stage_1,pipeline_12,res_time,2017-08-14 19:40:02.927179
stage_1,pipeline_12,done_time,2017-08-14 19:40:02.927277
stage_1,pipeline_13,start_time,2017-08-14 19:39:33.805840
stage_1,pipeline_13,wait_time,2017-08-14 19:39:33.808448
stage_1,pipeline_13,res_time,2017-08-14 19:40:01.083832
stage_1,pipeline_13,done_time,2017-08-14 19:40:01.083908
stage_1,pipeline_14,start_time,2017-08-14 19:39:33.806452
stage_1,pipeline_14,wait_time,2017-08-14 19:39:33.808452
stage_1,pipeline_14,res_time,2017-08-14 19:39:56.644666
stage_1,pipeline_14,done_time,2017-08-14 19:39:56.644737
