uid, stage, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, stage_1, 1503687056.85, 1503687060.68, 1503687060.68, 1503687125.78, 1503687125.8, 1503687128.81, 1503687128.81,1503687133.37, 1503689324.4, 1503689324.41, 1503689324.41, 1503689326.09, 1503689326.19
unit.000001, stage_1, 1503687056.85, 1503687061.48, 1503687061.48, 1503687125.98, 1503687126.0, 1503687128.88, 1503687128.88,1503687133.77, 1503689650.12, 1503689650.21, 1503689650.21, 1503689651.72, 1503689651.82
unit.000002, stage_1, 1503687056.85, 1503687061.69, 1503687061.69, 1503687126.02, 1503687126.04, 1503687128.9, 1503687128.9,1503687133.86, 1503690031.98, 1503690032.29, 1503690032.3, 1503690036.51, 1503690036.61
unit.000003, stage_1, 1503687056.85, 1503687062.04, 1503687062.04, 1503687126.09, 1503687126.11, 1503687128.98, 1503687128.99,1503687134.01, 1503689650.06, 1503689650.1, 1503689650.13, 1503689650.9, 1503689651.01
unit.000004, stage_1, 1503687056.85, 1503687062.24, 1503687062.24, 1503687126.14, 1503687126.16, 1503687129.0, 1503687129.0,1503687134.13, 1503690032.94, 1503690033.05, 1503690033.05, 1503690040.71, 1503690040.81
unit.000005, stage_1, 1503687056.85, 1503687062.44, 1503687062.44, 1503687126.19, 1503687126.21, 1503687129.02, 1503687129.02,1503687134.24, 1503689650.07, 1503689650.13, 1503689650.14, 1503689650.91, 1503689651.01
unit.000006, stage_1, 1503687056.85, 1503687062.64, 1503687062.64, 1503687126.23, 1503687126.25, 1503687129.03, 1503687129.04,1503687134.34, 1503690032.9, 1503690032.98, 1503690032.99, 1503690040.15, 1503690040.25
unit.000007, stage_1, 1503687056.85, 1503687070.93, 1503687070.93, 1503687128.2, 1503687128.22, 1503687129.77, 1503687129.77,1503687139.87, 1503690031.91, 1503690032.27, 1503690032.28, 1503690036.31, 1503690036.41
unit.000008, stage_1, 1503687056.85, 1503687063.04, 1503687063.04, 1503687126.33, 1503687126.35, 1503687129.07, 1503687129.07,1503687134.57, 1503689650.12, 1503689650.22, 1503689650.22, 1503689651.92, 1503689652.03
unit.000009, stage_1, 1503687056.85, 1503687063.29, 1503687063.29, 1503687126.4, 1503687126.42, 1503687129.1, 1503687129.1,1503687134.73, 1503690032.95, 1503690033.07, 1503690033.08, 1503690040.91, 1503690041.01
unit.000010, stage_1, 1503687056.85, 1503687063.49, 1503687063.49, 1503687126.44, 1503687126.46, 1503687129.11, 1503687129.12,1503687134.83, 1503690031.79, 1503690031.93, 1503690031.93, 1503690033.89, 1503690033.99
unit.000011, stage_1, 1503687056.85, 1503687063.7, 1503687063.7, 1503687126.49, 1503687126.51, 1503687129.13, 1503687129.14,1503687134.95, 1503689650.08, 1503689650.15, 1503689650.16, 1503689651.11, 1503689651.21
unit.000012, stage_1, 1503687056.85, 1503687064.65, 1503687064.65, 1503687126.7, 1503687126.72, 1503687129.21, 1503687129.22,1503687136.26, 1503690032.04, 1503690032.36, 1503690032.37, 1503690037.12, 1503690037.22
unit.000013, stage_1, 1503687056.85, 1503687065.91, 1503687065.91, 1503687127.01, 1503687127.03, 1503687129.33, 1503687129.33,1503687136.94, 1503689650.09, 1503689650.17, 1503689650.18, 1503689651.31, 1503689651.42
unit.000014, stage_1, 1503687056.86, 1503687067.31, 1503687067.31, 1503687127.34, 1503687127.36, 1503687129.45, 1503687129.46,1503687137.73, 1503689965.8, 1503689965.8, 1503689965.87, 1503689967.36, 1503689967.46
unit.000015, stage_1, 1503687056.86, 1503687068.72, 1503687068.72, 1503687127.67, 1503687127.69, 1503687129.58, 1503687129.58,1503687138.9, 1503690031.86, 1503690032.15, 1503690032.15, 1503690035.25, 1503690035.35
unit.000016, stage_1, 1503687056.86, 1503687069.68, 1503687069.68, 1503687127.88, 1503687127.9, 1503687129.65, 1503687129.66,1503687139.29, 1503690031.87, 1503690032.18, 1503690032.19, 1503690035.5, 1503690035.6
unit.000017, stage_1, 1503687056.86, 1503687065.1, 1503687065.1, 1503687126.82, 1503687126.84, 1503687129.26, 1503687129.26,1503687136.5, 1503690032.12, 1503690032.51, 1503690032.51, 1503690038.49, 1503690038.59
unit.000018, stage_1, 1503687056.86, 1503687065.3, 1503687065.3, 1503687126.86, 1503687126.88, 1503687129.27, 1503687129.28,1503687136.59, 1503689650.08, 1503689650.16, 1503689650.17, 1503689651.31, 1503689651.42
unit.000019, stage_1, 1503687056.86, 1503687065.66, 1503687065.66, 1503687126.96, 1503687126.96, 1503687129.3, 1503687129.31,1503687136.74, 1503690031.82, 1503690031.99, 1503690032.0, 1503690034.49, 1503690034.59
unit.000020, stage_1, 1503687056.86, 1503687065.86, 1503687065.86, 1503687126.98, 1503687127.01, 1503687129.32, 1503687129.32,1503687136.85, 1503690032.11, 1503690032.48, 1503690032.49, 1503690038.29, 1503690038.39
unit.000021, stage_1, 1503687056.86, 1503687066.11, 1503687066.11, 1503687127.06, 1503687127.08, 1503687129.35, 1503687129.35,1503687137.09, 1503690031.83, 1503690032.0, 1503690032.01, 1503690034.65, 1503690034.75
unit.000022, stage_1, 1503687056.86, 1503687066.31, 1503687066.31, 1503687127.11, 1503687127.13, 1503687129.37, 1503687129.37,1503687137.24, 1503690032.96, 1503690033.08, 1503690033.09, 1503690040.96, 1503690041.07
unit.000023, stage_1, 1503687056.86, 1503687066.51, 1503687066.51, 1503687127.15, 1503687127.17, 1503687129.38, 1503687129.39,1503687137.36, 1503690032.54, 1503690032.64, 1503690032.64, 1503690038.89, 1503690039.0
unit.000024, stage_1, 1503687056.86, 1503687066.71, 1503687066.71, 1503687127.2, 1503687127.22, 1503687129.4, 1503687129.4,1503687137.46, 1503690031.84, 1503690032.08, 1503690032.09, 1503690034.85, 1503690034.95
unit.000025, stage_1, 1503687056.86, 1503687067.07, 1503687067.07, 1503687127.27, 1503687127.29, 1503687129.43, 1503687129.43,1503687137.59, 1503690031.91, 1503690032.28, 1503690032.29, 1503690036.47, 1503690036.57
unit.000026, stage_1, 1503687056.86, 1503687067.27, 1503687067.27, 1503687127.32, 1503687127.34, 1503687129.44, 1503687129.45,1503687137.68, 1503690032.06, 1503690032.42, 1503690032.42, 1503690037.68, 1503690037.78
unit.000027, stage_1, 1503687056.86, 1503687067.51, 1503687067.51, 1503687127.39, 1503687127.41, 1503687129.47, 1503687129.48,1503687137.84, 1503690032.54, 1503690032.65, 1503690032.65, 1503690038.94, 1503690039.04
unit.000028, stage_1, 1503687056.86, 1503687067.71, 1503687067.71, 1503687127.43, 1503687127.45, 1503687129.49, 1503687129.49,1503687137.95, 1503690032.93, 1503690033.02, 1503690033.03, 1503690040.51, 1503690040.61
unit.000029, stage_1, 1503687056.86, 1503687067.92, 1503687067.92, 1503687127.48, 1503687127.5, 1503687129.51, 1503687129.51,1503687138.06, 1503689966.21, 1503689966.21, 1503689966.22, 1503689967.51, 1503689967.61
unit.000030, stage_1, 1503687056.86, 1503687068.12, 1503687068.12, 1503687127.53, 1503687127.55, 1503687129.52, 1503687129.53,1503687138.16, 1503690031.9, 1503690032.26, 1503690032.27, 1503690036.27, 1503690036.37
unit.000031, stage_1, 1503687056.86, 1503687068.47, 1503687068.47, 1503687127.6, 1503687127.62, 1503687129.55, 1503687129.55,1503687138.54, 1503690032.61, 1503690032.74, 1503690032.74, 1503690039.9, 1503690040.01
unit.000032, stage_1, 1503687056.86, 1503687068.68, 1503687068.68, 1503687127.65, 1503687127.66, 1503687129.57, 1503687129.57,1503687138.85, 1503690032.56, 1503690032.67, 1503690032.67, 1503690039.14, 1503690039.24
unit.000033, stage_1, 1503687056.86, 1503687068.92, 1503687068.92, 1503687127.72, 1503687127.74, 1503687129.59, 1503687129.6,1503687138.99, 1503689966.41, 1503689966.43, 1503689966.55, 1503689967.56, 1503689967.66
unit.000034, stage_1, 1503687056.86, 1503687069.08, 1503687069.08, 1503687127.74, 1503687127.76, 1503687129.6, 1503687129.61,1503687139.03, 1503690032.07, 1503690032.43, 1503690032.43, 1503690037.72, 1503690037.82
unit.000035, stage_1, 1503687056.86, 1503687069.12, 1503687069.12, 1503687127.76, 1503687127.78, 1503687129.61, 1503687129.62,1503687139.07, 1503690032.97, 1503690033.09, 1503690033.1, 1503690041.12, 1503690041.22
unit.000036, stage_1, 1503687056.86, 1503687069.28, 1503687069.28, 1503687127.79, 1503687127.81, 1503687129.62, 1503687129.62,1503687139.12, 1503690031.86, 1503690032.16, 1503690032.17, 1503690035.3, 1503690035.4
unit.000037, stage_1, 1503687056.86, 1503687069.48, 1503687069.48, 1503687127.83, 1503687127.85, 1503687129.64, 1503687129.64,1503687139.2, 1503690031.87, 1503690032.17, 1503690032.18, 1503690035.45, 1503690035.55
unit.000038, stage_1, 1503687056.86, 1503687069.52, 1503687069.52, 1503687127.86, 1503687127.88, 1503687129.65, 1503687129.65,1503687139.25, 1503690032.08, 1503690032.44, 1503690032.45, 1503690037.88, 1503690037.99
unit.000039, stage_1, 1503687056.86, 1503687069.72, 1503687069.72, 1503687127.96, 1503687127.96, 1503687129.66, 1503687129.67,1503687139.34, 1503690032.11, 1503690032.5, 1503690032.5, 1503690038.33, 1503690038.43
unit.000040, stage_1, 1503687056.86, 1503687069.88, 1503687069.88, 1503687127.97, 1503687127.97, 1503687129.67, 1503687129.68,1503687139.38, 1503689650.11, 1503689650.19, 1503689650.19, 1503689651.52, 1503689651.62
unit.000041, stage_1, 1503687056.86, 1503687069.92, 1503687069.92, 1503687127.98, 1503687127.98, 1503687129.68, 1503687129.69,1503687139.42, 1503690031.88, 1503690032.19, 1503690032.2, 1503690035.65, 1503690035.75
unit.000042, stage_1, 1503687056.86, 1503687070.08, 1503687070.08, 1503687127.98, 1503687128.01, 1503687129.69, 1503687129.69,1503687139.47, 1503690033.14, 1503690033.18, 1503690033.19, 1503690041.52, 1503690041.62
unit.000043, stage_1, 1503687056.86, 1503687070.28, 1503687070.28, 1503687128.04, 1503687128.05, 1503687129.71, 1503687129.71,1503687139.55, 1503690032.93, 1503690033.03, 1503690033.04, 1503690040.56, 1503690040.66
unit.000044, stage_1, 1503687056.86, 1503687070.33, 1503687070.33, 1503687128.06, 1503687128.08, 1503687129.72, 1503687129.72,1503687139.6, 1503690032.57, 1503690032.69, 1503690032.69, 1503690039.34, 1503690039.45
unit.000045, stage_1, 1503687056.86, 1503687070.53, 1503687070.53, 1503687128.1, 1503687128.12, 1503687129.73, 1503687129.74,1503687139.69, 1503690032.98, 1503690033.11, 1503690033.12, 1503690041.17, 1503690041.27
unit.000046, stage_1, 1503687056.86, 1503687070.69, 1503687070.69, 1503687128.13, 1503687128.15, 1503687129.74, 1503687129.75,1503687139.74, 1503689650.11, 1503689650.2, 1503689650.2, 1503689651.72, 1503689651.82
