step,probe,timestamp

allocate,start_time,2017-08-11 18:19:18.289033
allocate,stop_time,2017-08-11 18:19:42.378489
deallocate,start_time,2017-08-11 18:39:23.323753
deallocate,stop_time,2017-08-11 18:39:38.284560
